"","age","sex","age_group","level_education","ethnicity","religion","health_risk_associated_with_drinking_untreated_water","main_source_of_drinking_water_dry_season","main_source_of_drinking_water_wet_season","treat_drinking_water","chlorination_process_done_correctly","knowledge_on_cholera_season","often_treat_water","difficulties_accessing_water_treatment_products","drinking_water_treated","method_boiling_binary","method_chlorine_binary","potential_causes_binary","cholera_prevention_binary","frequency_treatment_binary","access_products_binary","community_practice_binary","traditional_beliefs_binary","source_drinking_binary","water_treatment_practice_score","water_treatment_category"
"425",37,"female","31-50","secondary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","yes","in_summer in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"426",52,"female",">50","primary","ngoni","Christianity","yes","borehole_1","community_standpipe","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"427",28,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"428",30,"female","18-30","secondary","ngoni","Christianity","yes","community_standpipe","community_standpipe","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,0,0.666666666666667,"Practices"
"429",24,"female","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"430",39,"female","31-50","tertiary","ngonde","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"431",29,"male","18-30","secondary","ngoni","Christianity","yes","river_stream","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"432",51,"female",">50","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"do_not_know","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"433",29,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"434",29,"female","18-30","secondary","ngoni","Christianity","yes","protected_well_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"435",44,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"436",59,"female",">50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"437",35,"female","31-50","primary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,1,1,1,1,1,1,1,0,1,0.916666666666667,"Practices"
"438",55,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"439",58,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"440",59,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"441",48,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"442",27,"female","18-30","primary","chewa","Christianity","yes","piped_into_yard_plot","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"443",38,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"444",54,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"445",51,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"446",27,"female","18-30","secondary","chewa","Christianity","no","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.583333333333333,"Practices"
"447",59,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"448",38,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"449",46,"female","31-50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"450",38,"female","31-50","primary","yao","muslim","yes","protected_well_1","protected_well_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"451",37,"female","31-50","primary","ngoni","Christianity","no","unprotected_well_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.333333333333333,"Does Not Practice"
"452",77,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"453",21,"female","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"454",25,"male","18-30","none","ngoni","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"455",45,"female","31-50","none","ngoni","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"456",36,"male","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"457",26,"female","18-30","secondary","yao","muslim","yes","spring_1","spring_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,0,0.333333333333333,"Does Not Practice"
"458",36,"male","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season in_summer",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"459",59,"female",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"460",70,"male",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"461",50,"male","31-50","none","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"462",24,"female","18-30","primary","chewa","Christianity","yes","unprotected_well_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,0,0.416666666666667,"Does Not Practice"
"463",25,"male","18-30","primary","ngoni","Christianity","yes","unprotected_well_1","unprotected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,0,0.416666666666667,"Does Not Practice"
"464",68,"female",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"465",32,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,1,1,0.75,"Practices"
"466",21,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_summer in_rainy_season","Always","yes",1,0,0,1,1,1,0,0,NA,1,0.583333333333333,"Practices"
"467",71,"female",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_summer in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"468",44,"male","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"469",23,"female","18-30","primary","chewa","Christianity","no","borehole_1","rainwater","no",NA,"do_not_know",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.25,"Does Not Practice"
"470",46,"male","31-50","primary","ngoni","Christianity","no","borehole_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"471",35,"male","31-50","primary","chewa","muslim","yes","borehole_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"472",29,"female","18-30","primary","ngoni","Christianity","no","protected_well_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"473",61,"female",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"474",21,"female","18-30","secondary","ngoni","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"475",18,"female","18-30","primary","tonga","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"476",52,"female",">50","primary","ngoni","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,1,0.666666666666667,"Practices"
"477",35,"male","31-50","secondary","yao","muslim","yes","borehole_1","borehole_1","yes","yes","in_rainy_season in_summer in_winter","Always","yes",1,0,1,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"478",25,"male","18-30","none","chewa","others_regligion","yes","protected_well_1","protected_well_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"479",42,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"480",64,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_winter",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.416666666666667,"Does Not Practice"
"481",40,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"482",29,"female","18-30","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,1,1,1,1,1,1,0,NA,1,0.833333333333333,"Practices"
"483",37,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"484",21,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"485",53,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"486",36,"male","31-50","tertiary","lomwe","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"487",45,"female","31-50","none","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"488",31,"male","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,1,NA,1,0.75,"Practices"
"489",42,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"490",24,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_summer","Sometimes","no",1,0,1,1,1,1,1,0,1,1,0.75,"Practices"
"491",37,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"492",33,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"493",18,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"494",32,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"495",30,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"496",30,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,0,1,0.666666666666667,"Practices"
"497",37,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"498",21,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"499",48,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"500",23,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"501",52,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_summer","Always","yes",1,0,0,1,1,1,0,0,NA,1,0.5,"Does Not Practice"
"502",62,"male",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"503",30,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,0,1,0.416666666666667,"Does Not Practice"
"504",64,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,0,1,0.833333333333333,"Practices"
"505",23,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"506",31,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,1,1,1,1,1,1,0,NA,1,0.833333333333333,"Practices"
"507",40,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"508",38,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"509",32,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
"510",48,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"511",38,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"512",55,"male",">50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"513",22,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"514",31,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"515",34,"female","31-50","primary","yao","muslim","yes","protected_well_1","protected_well_1","no",NA,"do_not_know",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"516",49,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"517",25,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,0,1,0.5,"Does Not Practice"
"518",19,"female","18-30","primary","chewa","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"519",42,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","yes",1,1,1,1,1,1,0,1,NA,1,0.833333333333333,"Practices"
"520",57,"female",">50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"521",28,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,1,1,0.833333333333333,"Practices"
"522",36,"female","31-50","none","chewa","Christianity","yes","river_stream","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"523",39,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"524",27,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"525",22,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"526",78,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"527",22,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"528",24,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"529",37,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"530",35,"female","31-50","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"531",22,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"532",56,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"533",45,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,0,1,0.75,"Practices"
"534",70,"female",">50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"535",20,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","yes",1,1,1,1,1,1,0,0,NA,1,0.75,"Practices"
"536",25,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Sometimes","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"537",39,"female","31-50","primary","yao","Christianity","yes","borehole_1","rainwater","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"538",43,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,1,1,0.75,"Practices"
"539",46,"female","31-50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,1,1,1,0.916666666666667,"Practices"
"540",46,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,1,1,0.5,"Does Not Practice"
"541",32,"female","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"542",22,"male","18-30","secondary","yao","muslim","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"543",19,"female","18-30","primary","chewa","others_regligion","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"544",28,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,0,0,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"545",39,"male","31-50","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","yes",1,1,0,1,1,1,0,0,NA,1,0.666666666666667,"Practices"
"546",54,"male",">50","primary","chewa","others_regligion","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"547",45,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"548",29,"male","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes",NA,"in_rainy_season","Always","no",1,1,0,1,1,1,1,0,NA,1,0.75,"Practices"
"549",32,"female","31-50","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,0,1,0.75,"Practices"
"550",35,"male","31-50","none","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"551",23,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.416666666666667,"Does Not Practice"
"552",20,"male","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"553",18,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"do_not_know",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.25,"Does Not Practice"
"554",28,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,0,NA,1,0.333333333333333,"Does Not Practice"
"555",48,"female","31-50","primary","lomwe","muslim","yes","borehole_1","borehole_1","yes","no","in_rainy_season in_summer","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"556",23,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"557",20,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"558",51,"female",">50","primary","lomwe","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,1,1,0.833333333333333,"Practices"
"559",37,"female","31-50","primary","nyanja","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"560",48,"female","31-50","primary","yao","Christianity","yes","piped_into_dwelling","piped_into_dwelling","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,1,1,0.583333333333333,"Practices"
"561",63,"male",">50","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,0,1,0.75,"Practices"
"562",21,"female","18-30","primary","ngoni","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","yes",1,0,1,1,1,1,0,1,NA,1,0.75,"Practices"
"563",25,"female","18-30","primary","chewa","Christianity","no","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,0,NA,1,0.666666666666667,"Practices"
"564",56,"male",">50","secondary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"565",27,"female","18-30","secondary","chewa","Christianity","yes","borehole_1","borehole_1","no",NA,"in_rainy_season",NA,NA,0,NA,NA,1,1,0,NA,1,NA,1,0.5,"Does Not Practice"
"566",25,"female","18-30","primary","chewa","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Always","no",1,0,1,1,1,1,1,0,NA,1,0.75,"Practices"
"567",21,"female","18-30","primary","nyanja","Christianity","yes","borehole_1","borehole_1","yes","no","in_rainy_season","Never","no",1,0,1,1,1,0,1,1,NA,1,0.75,"Practices"
"568",59,"female",">50","primary","nyanja","Christianity","yes","borehole_1","borehole_1","yes","yes","in_rainy_season","Sometimes","no",1,0,1,1,1,1,1,1,NA,1,0.833333333333333,"Practices"
